timestamp,x_coord,y_coord,vehicle_type,speed,traffic_density
2025-05-01 00:00:00,1.8727005942368125,1.9681776013872105,Bus,22.4,Low
2025-05-01 00:06:00,4.75357153204958,2.367178296875107,Motorcycle,20.0,Low
2025-05-01 00:12:00,3.6599697090570253,4.272736966010902,Motorcycle,10.6,Medium
2025-05-01 00:18:00,2.993292420985183,1.7000219302994606,Car,36.4,High
2025-05-01 00:24:00,0.7800932022121826,4.3482484240608565,Car,28.6,Low
2025-05-01 00:30:00,0.7799726016810132,0.44067215488345746,Motorcycle,51.9,Medium
2025-05-01 00:36:00,0.2904180608409973,3.8839921860431534,Car,1.9,Medium
2025-05-01 00:42:00,4.330880728874676,4.237738165273682,Car,38.6,High
2025-05-01 00:48:00,3.005575058716044,0.9090882641866938,Bus,45.8,Medium
2025-05-01 00:54:00,3.540362888980227,2.1517326618610024,Car,45.6,Low
2025-05-01 01:00:00,0.10292247147901223,0.8274988733182781,Car,53.2,Medium
2025-05-01 01:06:00,4.8495492608099715,3.5330206449710886,Motorcycle,43.7,Low
2025-05-01 01:12:00,4.162213204002109,2.6767388403082837,Motorcycle,55.7,Low
2025-05-01 01:18:00,1.0616955533913808,3.1766167335416053,Bus,20.0,High
2025-05-01 01:24:00,0.9091248360355031,0.9824348347810558,Bus,30.2,Low
2025-05-01 01:30:00,0.9170225492671691,1.0587293102620976,Car,0.8,High
2025-05-01 01:36:00,1.5212112147976886,0.20748662754953184,Bus,0.4,Medium
2025-05-01 01:42:00,2.6237821581611893,1.6103376759786485,Motorcycle,14.4,High
2025-05-01 01:48:00,2.1597250932105787,2.798723306668375,Motorcycle,6.0,Low
2025-05-01 01:54:00,1.4561457009902097,4.289674569986644,Bus,15.6,High
2025-05-01 02:00:00,3.0592644736118975,3.3346372372934034,Car,10.6,Medium
2025-05-01 02:06:00,0.6974693032602092,2.176981616998757,Motorcycle,1.7,Medium
2025-05-01 02:12:00,1.4607232426760908,4.765600571970689,Motorcycle,54.6,Medium
2025-05-01 02:18:00,1.8318092164684585,3.5962260028791593,Bus,0.5,Medium
2025-05-01 02:24:00,2.28034992108518,4.6508260143127504,Bus,44.2,Medium
2025-05-01 02:30:00,3.925879806965068,2.6379398663608282,Motorcycle,9.1,Medium
2025-05-01 02:36:00,0.9983689107917987,1.294521373965698,Car,54.7,Medium
2025-05-01 02:42:00,2.571172192068058,0.26413343182360993,Bus,53.6,High
2025-05-01 02:48:00,2.9620728443102124,3.6304242574192527,Bus,39.2,Low
2025-05-01 02:54:00,0.23225206359998862,0.6065149900276706,Motorcycle,40.3,Low
2025-05-01 03:00:00,3.0377242595071916,1.513875641359836,Car,0.3,Medium
2025-05-01 03:06:00,0.8526206184364576,2.662354539419487,Car,59.1,Low
2025-05-01 03:12:00,0.3252579649263976,2.8220829388987383,Motorcycle,52.7,Low
2025-05-01 03:18:00,4.7444276862666666,3.0029159849356803,Motorcycle,53.7,High
2025-05-01 03:24:00,4.828160165372797,0.8312766517485032,Bus,39.6,High
2025-05-01 03:30:00,4.041986740582305,1.8986870241082436,Motorcycle,20.7,Low
2025-05-01 03:36:00,1.5230688458668533,3.0859711355848334,Motorcycle,53.6,High
